est,sd,n,n2,n3,contra,res,gd
-2.861111111111111,2.7159792359067367,9,0,9,False,A,-1
-0.6880952380952381,2.9084958436556785,16,0,16,False,A,-1
0.26851851851851855,2.511091549785314,34,2,32,False,A,-3
-1.0,,1,0,1,False,A,-3
-0.5171296296296296,2.6169121025231172,18,0,18,False,D,0
0.8333333333333334,1.2975980439876917,13,2,11,False,A,-1
-0.056818181818181816,2.399907453449813,11,0,11,False,H,4
4.5,1.4577379737113252,4,0,4,False,H,6
0.16666666666666666,2.185812841434,9,0,9,False,D,0
0.71875,1.9509446162906146,15,1,14,False,H,2
-3.0,1.0,2,0,2,False,A,-3
-2.5,,1,0,1,False,A,-3
1.0,,1,0,1,False,H,3
2.861111111111111,2.7159792359067367,9,0,9,False,H,4
0.056818181818181816,2.399907453449813,11,0,11,False,D,0
2.5,,1,0,1,False,H,1
-0.26851851851851855,2.511091549785314,34,2,32,False,H,1
-0.16666666666666666,2.185812841434,9,0,9,False,H,2
0.5171296296296296,2.6169121025231172,18,0,18,False,A,-1
0.6880952380952381,2.9084958436556785,16,0,16,False,H,1
-0.71875,1.9509446162906146,15,1,14,True,D,0
-4.5,1.4577379737113252,4,0,4,False,A,-1
3.0,1.0,2,0,2,False,D,0
-0.8333333333333334,1.2975980439876917,13,2,11,False,A,-2
-1.075,2.093696772808944,17,3,14,False,D,0
0.2765625,2.084828105250715,15,1,14,False,A,-1
0.5886666666666667,2.1213706377519346,45,5,40,False,H,3
-0.8,0.49307707308290055,4,1,3,False,H,1
0.2958333333333333,1.5592990604568195,19,1,18,False,A,-1
-0.11363636363636363,2.329789640738298,27,6,21,False,D,0
0.5222222222222223,1.8907898930746079,5,1,4,False,A,-2
-1.28125,1.9674268040175387,15,1,14,False,A,-2
0.11201298701298702,1.8089474934840613,20,2,18,False,H,1
1.075,2.093696772808944,17,3,14,False,H,5
-0.2765625,2.084828105250715,15,1,14,True,H,2
-0.5886666666666667,2.1213706377519346,45,5,40,False,H,1
-0.11201298701298702,1.8089474934840613,20,2,18,False,H,3
-0.2958333333333333,1.5592990604568195,19,1,18,False,H,1
0.8,0.49307707308290055,4,1,3,True,A,-1
0.11363636363636363,2.329789640738298,27,6,21,False,H,3
-0.5222222222222223,1.8907898930746079,5,1,4,False,D,0
1.28125,1.9674268040175387,15,1,14,True,H,2
-0.04999999999999998,2.3887661467175274,36,4,32,False,A,-2
0.8152777777777778,1.8055657050996783,12,0,12,False,A,-1
-0.16666666666666669,2.4554590770931775,37,3,34,True,A,-2
1.0505952380952381,2.2872577409107193,25,3,22,False,H,5
0.5,2.273030282830976,3,0,3,False,D,0
-0.038461538461538464,2.3571947544599805,12,1,11,False,D,0
-0.5614035087719298,1.7607559793905798,17,2,15,False,D,0
-0.5,2.273030282830976,3,0,3,False,H,1
-0.8152777777777778,1.8055657050996783,12,0,12,False,D,0
-1.0505952380952381,2.2872577409107193,25,3,22,False,H,1
0.04999999999999999,2.3887661467175274,36,4,32,False,A,-1
0.038461538461538464,2.3571947544599805,12,1,11,True,H,2
0.5614035087719298,1.7607559793905798,17,2,15,False,H,1
0.16666666666666669,2.4554590770931775,37,3,34,False,H,6
-0.625,,1,0,1,False,H,3
-0.3928571428571428,,1,0,1,False,A,-1
-1.3125,1.9375,2,0,2,False,A,-1
-0.25,1.4583333333333333,2,0,2,False,D,0
-1.8333333333333333,,1,1,0,False,H,4
0.40277777777777785,1.1638938610341951,2,1,1,True,D,0
-1.6458333333333335,0.6875000000000001,2,0,2,False,H,3
-0.40277777777777785,1.1638938610341951,2,1,1,True,A,-2
1.8333333333333333,,1,1,0,False,H,5
1.6458333333333335,0.6875000000000001,2,0,2,False,A,-1
0.625,,1,0,1,False,D,0
0.25,1.4583333333333333,2,0,2,False,H,2
0.39285714285714285,,1,0,1,False,H,4
1.3125,1.9375,2,0,2,False,H,8
2.1904761904761902,0.1505846504842084,2,1,1,False,H,2
0.125,2.970339486770269,3,1,2,True,D,0
3.5,,1,0,1,False,D,0
-0.75,0.75,2,0,2,False,A,-1
-1.8333333333333335,,1,0,1,False,H,2
0.0,1.71846588560844,4,1,3,True,D,0
-1.6428571428571428,,1,0,1,False,H,1
-1.1354166666666667,1.9651642831382374,8,0,8,False,H,1
1.5,,1,0,1,False,H,1
-0.8333333333333334,0.16666666666666663,3,1,2,False,D,0
-0.6666666666666666,2.562415310253633,3,0,3,False,A,-2
-1.0,1.458309523615157,3,1,2,False,A,-1
-0.05,1.7210098779495717,4,1,3,True,A,-2
2.9285714285714284,,1,0,1,False,A,-1
0.19047619047619052,,1,0,1,False,A,-1
1.0,1.5,2,0,2,False,H,1
-4.75,,1,0,1,False,D,0
-1.2,,1,1,0,False,H,1
-2.5,0.5,2,0,2,False,A,-2
2.125,,1,1,0,False,D,0
3.0,,1,0,1,False,H,3
-1.34375,3.1391865486937856,4,0,4,False,A,-2
0.75,0.75,2,0,2,False,H,1
1.8333333333333335,,1,0,1,False,D,0
1.6428571428571428,,1,0,1,False,H,2
0.6666666666666666,2.562415310253633,3,0,3,False,H,3
0.8333333333333334,0.16666666666666663,3,1,2,False,A,-1
-1.5,,1,0,1,False,H,5
0.0,1.71846588560844,4,1,3,False,A,-2
-2.9285714285714284,,1,0,1,False,H,4
-2.125,,1,1,0,False,A,-1
-3.5,,1,0,1,False,A,-1
-1.0,1.5,2,0,2,False,D,0
1.1354166666666667,1.9651642831382374,8,0,8,False,A,-2
4.75,,1,0,1,False,H,3
1.0,1.458309523615157,3,1,2,True,H,2
-3.0,,1,0,1,False,A,-2
1.34375,3.1391865486937856,4,0,4,False,H,2
-0.19047619047619058,,1,0,1,False,A,-3
-2.1904761904761902,0.1505846504842084,2,1,1,False,D,0
1.2,,1,1,0,False,H,2
2.5,0.5,2,0,2,False,H,1
0.05,1.7210098779495717,4,1,3,True,H,4
-0.125,2.970339486770269,3,1,2,False,H,1
0.75,,1,0,1,False,H,2
0.6875,2.1875,2,0,2,False,D,0
-1.25,1.1836560592784826,3,2,1,False,A,-4
3.8,,1,0,1,False,H,1
-1.7,1.5459624833740306,4,1,3,False,A,-1
0.25,3.1191612120354835,3,1,2,True,D,0
-3.5714285714285716,,1,0,1,False,H,1
1.2857142857142858,1.4285714285714288,2,0,2,False,H,3
1.0476190476190477,1.348384436861076,5,2,3,True,H,3
1.5456349206349207,2.197409001687196,19,2,17,True,H,3
-3.666666666666667,0.5103103630798289,4,0,4,False,H,3
-2.196428571428571,,1,0,1,False,H,1
0.8828125,2.295615974378754,15,1,14,True,A,-5
-0.39743589743589747,2.5076122328291697,12,1,11,False,H,1
-2.1666666666666665,3.299831645537222,3,0,3,False,H,3
-2.0,0.816496580927726,3,0,3,False,A,-1
-1.2857142857142858,1.4285714285714286,2,0,2,False,A,-1
2.196428571428571,,1,0,1,False,A,-2
-1.5456349206349207,2.197409001687196,19,2,17,False,D,0
1.25,1.1836560592784826,3,2,1,True,H,5
3.6666666666666665,0.5103103630798286,4,0,4,False,H,1
-1.0476190476190477,1.348384436861076,5,2,3,False,A,-1
2.1666666666666665,3.299831645537222,3,0,3,False,H,4
-0.8828125,2.295615974378754,15,1,14,False,A,-2
-0.75,,1,0,1,False,H,1
-0.6875,2.1875,2,0,2,False,H,2
2.0,0.816496580927726,3,0,3,False,A,-2
1.7,1.5459624833740306,4,1,3,True,D,0
3.571428571428571,,1,0,1,False,H,2
-0.25,3.1191612120354835,3,1,2,False,A,-2
0.39743589743589747,2.5076122328291697,12,1,11,True,H,4
-3.8,,1,0,1,False,D,0
-4.5,2.091650066335189,4,0,4,False,H,1
-0.16666666666666666,1.3070322617798436,4,0,4,False,H,1
1.0,,1,0,1,False,H,5
-3.25,,1,0,1,False,A,-1
1.6666666666666667,1.649915822768611,3,0,3,False,H,1
1.2150297619047619,2.673441578374295,16,0,16,False,A,-3
-0.65,1.1390785749894519,9,1,8,False,D,0
2.375,0.960143218483576,4,0,4,False,D,0
-0.6597402597402597,2.3832969959184527,11,0,11,False,H,1
-1.3185714285714285,1.5398202585274128,4,1,3,False,A,-2
-3.203125,1.6392851671917854,8,0,8,False,A,-3
-1.2150297619047619,2.673441578374295,16,0,16,False,H,1
4.5,2.091650066335189,4,0,4,False,D,0
0.16666666666666666,1.3070322617798436,4,0,4,False,H,2
3.25,,1,0,1,False,H,2
1.3185714285714285,1.5398202585274128,4,1,3,False,H,3
-1.0,,1,0,1,False,H,1
-2.375,0.960143218483576,4,0,4,False,H,2
0.6597402597402597,2.3832969959184527,11,0,11,False,A,-2
3.203125,1.6392851671917854,8,0,8,False,H,1
-1.6666666666666667,1.649915822768611,3,0,3,False,A,-2
0.65,1.1390785749894519,9,1,8,True,A,-1
-2.0,4.0,2,0,2,False,A,-1
0.20075757575757577,1.7209146669991355,9,2,7,False,H,1
-2.375,,1,0,1,False,H,4
-0.33333333333333326,3.477606935810889,4,0,4,False,D,0
-0.6428571428571428,,1,1,0,False,D,0
-3.5,,1,0,1,False,A,-1
3.0,,1,0,1,False,H,1
-3.0,,1,0,1,False,A,-1
3.5,,1,0,1,False,D,0
0.33333333333333337,3.477606935810889,4,0,4,False,H,3
2.375,,1,0,1,False,H,1
2.0,4.0,2,0,2,False,D,0
0.6428571428571428,,1,1,0,False,A,-2
-0.20075757575757577,1.7209146669991355,9,2,7,False,A,-1
-0.75,1.517673658377628,9,0,9,False,D,0
-1.0,,1,0,1,False,A,-2
0.375,1.506928443335427,6,2,4,True,D,0
2.638888888888889,1.7596734405235395,6,0,6,False,H,1
-1.3137254901960784,2.066062350022177,16,1,15,False,A,-2
-0.06481481481481478,1.8343472458191141,8,1,7,True,D,0
-0.375,1.506928443335427,6,2,4,False,H,1
-2.638888888888889,1.7596734405235395,6,0,6,False,H,2
0.06481481481481478,1.8343472458191141,8,1,7,False,H,1
1.0,,1,0,1,False,H,3
1.3137254901960784,2.066062350022177,16,1,15,True,H,2
0.75,1.517673658377628,9,0,9,False,H,1
-1.030612244897959,2.7094393506232817,7,0,7,False,D,0
-1.1955128205128205,2.1650372150645603,12,1,11,False,H,3
-0.5,1.5,2,0,2,False,D,0
0.6111111111111112,2.6270200927859753,8,1,7,False,D,0
-1.0,,1,0,1,False,A,-2
1.030612244897959,2.7094393506232817,7,0,7,False,A,-1
0.5,1.5,2,0,2,False,A,-1
1.0,,1,0,1,False,H,1
-0.6111111111111112,2.6270200927859753,8,1,7,True,A,-1
1.1955128205128205,2.1650372150645603,12,1,11,True,H,1
0.016666666666666646,2.0591934774998144,4,2,2,False,H,3
-1.25,0.5,2,0,2,False,H,1
0.20572916666666666,2.633066518124435,29,3,26,False,H,2
-0.7061728395061728,1.968883115874328,24,3,21,False,A,-1
0.8333333333333334,2.1081851067789197,2,1,1,True,A,-4
-0.5185185185185185,2.7516751974603113,8,1,7,False,D,0
-1.75,1.3647344063956182,5,1,4,False,H,1
1.25,0.5,2,0,2,False,A,-4
-0.016666666666666646,2.0591934774998144,4,2,2,False,A,-2
1.75,1.3647344063956182,5,1,4,True,H,5
-0.20572916666666669,2.6330665181244353,29,3,26,False,H,1
0.7061728395061728,1.968883115874328,24,3,21,False,H,1
-0.8333333333333334,2.1081851067789197,2,1,1,True,A,-1
0.5185185185185185,2.7516751974603113,8,1,7,True,H,3
