date,fixture,K,zoneBase,zoneDrop2,sideBase,shareBase,shareDrop2,actual,resBase,resDrop2
2025-07-29,Drita v Copenhagen,2,windraw,NC,TB,100.0,,A,W,NC
2025-07-29,Akron Tolyatti v Baltika Kaliningra,2,strong,NC,TB,100.0,,H,L,NC
2025-07-29,Dynamo Moscow v PFC Sochi,2,strong,NC,TA,100.0,,H,W,NC
2025-07-29,FC Krasnodar v Krylya Sovetov Sam,2,windraw,windraw,TA,57.0,57.0,A,L,L
2025-07-30,Akhmat Grozny v Zenit St Petersbur,2,win,win,TB,74.6,76.9,A,W,W
2025-07-30,CSKA Moscow v Lokomotiv Moscow,2,windraw,lean,TB,57.0,53.9,H,L,L
2025-07-30,Dynamo Makhachkala v Pari Nizhny Novgor,2,win,win,TA,68.0,68.0,H,W,W
2025-07-30,FC Rostov v Spartak Moscow,2,lean,lean,TB,50.0,50.0,A,W,W
2025-07-31,Hibernian v Midtjylland,2,toss,NC,TA,0.0,,A,L,NC
2025-07-31,Rubin Kazan v FC Orenburg,2,windraw,windraw,TA,60.9,60.9,H,W,W
2025-08-02,FC Krasnodar v Dynamo Moscow,2,toss,toss,TB,47.7,47.7,H,L,L
2025-08-02,Pari Nizhny Novgor v Lokomotiv Moscow,2,strong,strong,TB,94.5,91.4,A,W,W
2025-08-02,FC Rostov v Krylya Sovetov Sam,2,win,win,TA,81.3,81.3,A,L,L
2025-08-03,Akron Tolyatti v Spartak Moscow,2,win,win,TB,76.8,76.1,D,D,D
2025-08-03,Baltika Kaliningra v FC Orenburg,2,toss,toss,TA,48.6,48.4,H,W,W
2025-08-03,Dynamo Makhachkala v Akhmat Grozny,2,toss,toss,TA,43.8,43.8,H,W,W
2025-08-03,Zenit St Petersbur v CSKA Moscow,2,toss,lean,TA,47.8,50.7,D,D,D
2025-08-04,Rubin Kazan v PFC Sochi,2,strong,strong,TA,94.4,85.9,H,W,W
2025-08-08,Dynamo Makhachkala v Akron Tolyatti,2,windraw,windraw,TA,62.5,59.4,D,D,D
2025-08-09,Akhmat Grozny v Zenit St Petersbur,2,win,win,TB,75.7,74.6,H,L,L
2025-08-09,CSKA Moscow v Rubin Kazan,2,toss,toss,TA,44.0,44.0,H,W,W
2025-08-09,Krylya Sovetov Sam v Baltika Kaliningra,2,windraw,strong,TB,82.9,86.8,D,D,D
2025-08-09,Lokomotiv Moscow v Spartak Moscow,2,toss,toss,TB,49.2,44.5,H,L,W
2025-08-10,FC Orenburg v FC Krasnodar,2,lean,lean,TB,52.3,52.3,A,W,W
2025-08-10,FC Rostov v Pari Nizhny Novgor,2,win,win,TA,79.7,79.7,H,W,W
2025-08-10,PFC Sochi v Dynamo Moscow,2,strong,strong,TB,100.0,100.0,D,D,D
2025-08-12,Zenit St Petersbur v Rubin Kazan,2,win,win,TA,74.0,76.7,H,W,W
2025-08-13,Dynamo Moscow v FC Krasnodar,2,toss,toss,TB,47.0,47.7,A,W,W
2025-08-13,Lokomotiv Moscow v Baltika Kaliningra,2,lean,windraw,TA,50.0,55.6,H,W,W
2025-08-13,FC Orenburg v Akhmat Grozny,2,toss,toss,TB,42.2,42.2,H,L,L
2025-08-14,Hibernian v Partizan,2,windraw,NC,TA,100.0,,A,L,NC
2025-08-14,Pari Nizhny Novgor v FC Rostov,2,win,win,TB,73.9,75.0,H,L,L
2025-08-16,Akhmat Grozny v Krylya Sovetov Sam,2,windraw,windraw,TA,60.9,60.2,H,W,W
2025-08-16,Baltika Kaliningra v Lokomotiv Moscow,2,windraw,windraw,TB,57.0,56.6,D,D,D
2025-08-16,Spartak Moscow v Zenit St Petersbur,2,win,win,TB,72.7,69.5,D,D,D
2025-08-17,Akron Tolyatti v FC Orenburg,2,windraw,lean,TB,56.8,52.3,A,W,W
2025-08-17,Dynamo Moscow v CSKA Moscow,2,toss,toss,TB,43.6,43.6,A,W,W
2025-08-17,FC Krasnodar v PFC Sochi,2,strong,strong,TA,100.0,100.0,H,W,W
2025-08-17,Rubin Kazan v FC Rostov,2,toss,toss,TB,46.9,46.9,H,L,L
2025-08-18,Pari Nizhny Novgor v Dynamo Makhachkala,2,win,win,TB,71.6,71.6,H,L,L
2025-08-22,FC Orenburg v Akhmat Grozny,2,toss,toss,TA,43.3,42.2,D,D,D
2025-08-23,Dynamo Moscow v Pari Nizhny Novgor,2,strong,strong,TA,85.2,85.2,H,W,W
2025-08-23,Lokomotiv Moscow v FC Rostov,2,windraw,windraw,TA,55.0,55.0,D,D,D
2025-08-23,Rubin Kazan v Spartak Moscow,2,toss,lean,TB,47.7,53.8,A,W,W
2025-08-23,Zenit St Petersbur v Dynamo Makhachkala,2,win,win,TA,71.9,71.9,H,W,W
2025-08-24,CSKA Moscow v Akron Tolyatti,2,windraw,windraw,TA,64.1,64.1,H,W,W
2025-08-24,Krylya Sovetov Sam v FC Krasnodar,2,toss,toss,TB,47.8,47.8,A,W,W
2025-08-24,PFC Sochi v Baltika Kaliningra,2,strong,strong,TB,100.0,100.0,A,W,W
2025-08-26,Akhmat Grozny v Rubin Kazan,2,win,windraw,TA,66.4,63.4,H,W,W
2025-08-26,FC Orenburg v Zenit St Petersbur,2,win,win,TB,72.7,72.7,A,W,W
2025-08-26,Spartak Moscow v Pari Nizhny Novgor,2,win,win,TA,76.6,76.6,H,W,W
2025-08-27,Baltika Kaliningra v CSKA Moscow,2,toss,toss,TA,47.6,47.6,A,L,L
2025-08-27,FC Rostov v Dynamo Makhachkala,2,windraw,windraw,TA,59.4,59.4,A,L,L
2025-08-27,PFC Sochi v FC Krasnodar,2,strong,strong,TB,100.0,100.0,A,W,W
2025-08-28,Legia Warsaw v Hibernian,2,windraw,NC,TA,100.0,,D,D,NC
2025-08-28,Lokomotiv Moscow v Akron Tolyatti,2,win,win,TA,75.7,78.7,H,W,W
2025-08-30,FC Orenburg v Rubin Kazan,2,toss,toss,TA,43.3,44.0,D,D,D
2025-08-30,FC Rostov v Akhmat Grozny,2,lean,windraw,TA,52.3,58.6,D,D,D
2025-08-30,Spartak Moscow v PFC Sochi,2,strong,strong,TA,95.2,100.0,H,W,W
2025-08-30,Zenit St Petersbur v Pari Nizhny Novgor,2,strong,strong,TA,93.0,93.0,H,W,W
2025-08-31,Akron Tolyatti v Baltika Kaliningra,2,win,win,TB,81.9,84.9,A,W,W
2025-08-31,CSKA Moscow v FC Krasnodar,2,toss,toss,TB,47.9,45.2,D,D,D
2025-08-31,Dynamo Makhachkala v Dynamo Moscow,2,windraw,windraw,TB,61.9,64.9,H,L,L
2025-08-31,Lokomotiv Moscow v Krylya Sovetov Sam,2,win,win,TA,78.8,75.8,D,D,D
2025-09-12,Rubin Kazan v Dynamo Makhachkala,2,toss,lean,TA,43.8,50.0,H,W,W
2025-09-13,Akhmat Grozny v Lokomotiv Moscow,2,windraw,windraw,TB,56.4,59.3,D,D,D
2025-09-13,Dynamo Moscow v Spartak Moscow,2,lean,toss,TB,50.0,48.7,D,D,D
2025-09-13,FC Krasnodar v Akron Tolyatti,2,win,win,TA,65.2,65.2,H,W,W
